iter	MultiClass
314	0.2897012324
315	0.2884799747
316	0.2876755443
317	0.2870343871
318	0.2858947016
319	0.2849460481
320	0.2840494788
321	0.2832202036
322	0.282344177
323	0.2814045133
324	0.2806072065
325	0.2798032288
326	0.2787950967
327	0.2779056819
328	0.2770384208
329	0.2759744171
330	0.2754088527
331	0.2743949308
332	0.2731152694
333	0.2724589988
334	0.2720338929
335	0.2712153929
336	0.270240805
337	0.2694527801
338	0.2693002542
339	0.2683497739
340	0.2672663925
341	0.2667572833
342	0.2662154508
343	0.2655459653
344	0.2646335162
345	0.264240547
346	0.2639884029
347	0.2630032148
348	0.2623869317
349	0.2618291476
350	0.2612030184
351	0.2605192282
352	0.2597961737
353	0.2585633747
354	0.2576679789
355	0.2570191177
356	0.2561654718
357	0.2555170858
358	0.2547545475
359	0.2538302017
360	0.253210875
361	0.2523020756
362	0.2513118811
363	0.2506105511
364	0.2497975172
365	0.2488159719
366	0.2480953976
367	0.247653632
368	0.2471261271
369	0.2461058642
370	0.2455119935
371	0.2452043555
372	0.2444521695
373	0.2436076997
374	0.2432591481
375	0.2422064581
376	0.2416609491
377	0.2411453033
378	0.2404005557
379	0.2398780247
380	0.2392030314
381	0.2383004022
382	0.2377078515
383	0.2370295966
384	0.2365143833
385	0.2359017414
386	0.2353880355
387	0.2348455429
388	0.2340767682
389	0.2334934337
390	0.2331651948
391	0.2329879587
392	0.2326087621
393	0.231858902
394	0.2311568456
395	0.2303523814
396	0.229659857
397	0.2291604846
398	0.2285511889
399	0.2279900024
400	0.2273436118
401	0.2266533981
402	0.2263101386
403	0.2255439251
404	0.2248921749
405	0.2241940603
406	0.2235213178
407	0.2228316071
408	0.2224262996
409	0.2219159621
410	0.2211717679
411	0.2205966353
412	0.2201800504
413	0.2194723534
414	0.2187563235
415	0.2180181262
416	0.2177088023
417	0.2171091761
418	0.2164698288
419	0.2158014533
420	0.2151349241
421	0.2142940984
422	0.2138446766
423	0.2130427479
424	0.2123937814
425	0.2121435411
426	0.2115279634
427	0.2114047688
428	0.2107681636
429	0.2104362748
430	0.2097738401
431	0.2092064509
432	0.2085604953
433	0.2082059068
434	0.2075838607
435	0.2069760781
436	0.206350995
437	0.2054644736
438	0.2045672999
439	0.2039440072
440	0.2034654109
441	0.2029521233
442	0.2024720146
443	0.2020485095
444	0.2015275397
445	0.2012855482
446	0.2009090068
447	0.2003523136
448	0.1999292679
449	0.199367704
450	0.1990570842
451	0.1981966677
452	0.1974973017
453	0.1965837032
454	0.1960903871
455	0.1956544024
456	0.1950135949
457	0.1944772338
458	0.1940244998
459	0.1938230874
460	0.1932344817
461	0.1928008293
462	0.192446025
463	0.1920447374
464	0.191583283
465	0.1912361625
466	0.190825357
467	0.1904018172
468	0.1899702451
469	0.1897948766
470	0.1891414123
471	0.1888416633
472	0.1885658163
473	0.1883459322
474	0.1879188033
475	0.1874002509
476	0.1870444696
477	0.1867228988
478	0.1862617025
479	0.1856522406
480	0.1852807917
481	0.1849212786
482	0.184516138
483	0.1838491345
484	0.183452027
485	0.182958331
486	0.1825613195
487	0.182209135
488	0.1818260518
489	0.1814793161
490	0.180943442
491	0.1806647522
492	0.1802347708
493	0.1796378881
494	0.179059516
495	0.1786718411
496	0.1781093266
497	0.177626741
498	0.1772483728
499	0.176793933
