iter	MultiClass
444	0.1966729815
445	0.1960248087
446	0.1956989185
447	0.19533056
448	0.1949581238
449	0.1945148687
450	0.1938949391
451	0.1932954214
452	0.1928119416
453	0.1923380022
454	0.1917481806
455	0.1914332076
456	0.1909282229
457	0.1904731893
458	0.1898060663
459	0.1894333553
460	0.1887807818
461	0.1884351146
462	0.1879814924
463	0.1875300367
464	0.1868006635
465	0.1863716746
466	0.185770317
467	0.1853652972
468	0.1849535886
469	0.1845801235
470	0.1840845077
471	0.1834472537
472	0.1829155752
473	0.1824886405
474	0.1818860966
475	0.1814432097
476	0.1810688725
477	0.1806006035
478	0.1801111479
479	0.1794910042
480	0.1790557373
481	0.1784219935
482	0.1780428496
483	0.177535908
484	0.1772362163
485	0.1768338583
486	0.1764445501
487	0.1759202491
488	0.1752409394
489	0.1748338179
490	0.1742822372
491	0.1738265583
492	0.173336314
493	0.172962514
494	0.1727438858
495	0.1723199333
496	0.1720739671
497	0.1716828055
498	0.1710742063
499	0.1707114788
